Operation,Cost,Imputation,Region,Division,Sub-Division,Accounting Sta.,Locality,Management m.,,Vote holder
"Réhabilitation de la route Ombessa - Ningoang - Marché Baliama et bretelle parc des princes - chefferie ONANENA MBOUSSI (département de Mbam et Inoubou, Arrondissement d'Ombessa)(du Projet N° 2-05-03-225-086)",50000,364511152250,,MBAM INOUBOU,OMBESSA,TRESORERIE YAOUNDE,OMBESSA,,,DRTP
DDTP DU MBAM ET INOUBOU/ Réhabilitation/Gestion des barrières de pluies(du Projet N° 2-05-03-225-013),3000,364511152250,,MBAM INOUBOU,BAFIA,RECT. FIN. BAFIA,BAFIA,,,DDTP
"Route rural KALONG - BEGEM - EDOp - IGUEM - BALOME - Commune de KON YAMBETTA, Longueur de 28 Km(du Projet N° 2-05-03-225-086)",95000,364511152250,,MBAM INOUBOU,BAFIA,RECT. FIN. BAFIA,BAFIA,,,DDTP
Ressources externes pour Etude de la route Batchenga-Ntui-Yoko-Tibati(du Projet N° 2-05-03-225-001),600000,364511202031,,MBAM ET KIM,NTUI,PAIERIE GENERALE,NTUI,,,MINTP
DDTP DU MBAM ET KIM/ Réhabilitation/Gestion des barrières de pluies(du Projet N° 2-05-03-225-013),4000,364511202250,,MBAM ET KIM,NTUI,RECETTE FINANCE NTUI,NTUI,,,DDTP
Etudes de bitumage de la route AWAE-ESSE-SOA-NKOTENG(du Projet N° 2-05-03-225-003),80000,364511252031,,MEFOU ET AFAMBA,AWAE,PAIERIE GENERALE,AWAE,,,MINTP
DDTP DE LA MEFOU ET AFAMBA/ Réhabilitation/Gestion des barrières de pluies(du Projet N° 2-05-03-225-013),3000,364511252250,,MEFOU ET AFAMBA,MFOU,RECET FINA MFOU,MFOU,,,DDTP
Entrée Fougerolle (250ml à partir du raccordement à l'axe Yaoundé-Soa) : Travaux de réhabilitation d'une route (Phase 1)(du Projet N° 2-05-03-225-086),35000,364511252250,,MEFOU ET AFAMBA,SOA,TRESORERIE YAOUNDE,ENTREE FOUGEROLLE,,,DRTP
Construction d'une digue pour désenclaver le village EKWE dans les environs de l'aéroport de NSIMALEN (MEFOU ET AFAMBA)(du Projet N° 2-05-03-225-086),39000,364511252251,,MEFOU ET AFAMBA,MFOU,TRESORERIE YAOUNDE,MFOU,,DA,DRTP
Travaux de Construction d'un poste pilote de péage automatique sur l'axe Douala-Yaoundé à Mbankomo(du Projet N° 2-05-03-225-015),400000,364511302220,,MEFOU ET AKONO,MBANKOMO,PAIERIE GENERALE,MBANKOMO,,,MINTP
DDTP DE LA MEFOU ET AKONO/ Réhabilitation/Gestion des barrières de pluies(du Projet N° 2-05-03-225-013),5000,364511302250,,MEFOU ET AKONO,NGOUMOU,RECETTE FINANCE NGOUMOU,NGOUMOU,,,DDTP
Route OZOM-EKALI : Rehabilitation de la route(du Projet N° 2-05-03-225-086),30000,364511302250,,MEFOU ET AKONO,NGOUMOU,RECETTE FINANCE NGOUMOU,OZOM-EKALI,,,DDTP
Travaux d'aménagement du tronçon de route inter N°3- Carrefour repos du chef au quartier AHALA(du Projet N° 2-05-03-225-086),50000,364511352250,,MFOUNDI,YAOUNDE III (EFOULAN),RECET.FIN. YAOUNDE,YAOUNDE III,,,DDTP
Aménagement d'un tronçon de route au quartier BASTOS (Rue 1800)(du Projet N° 2-05-03-225-086),60000,364511352250,,MFOUNDI,YAOUNDE I (NLONGKAK),RECET.FIN. YAOUNDE,BASTOS GRPE B,,,DDTP
Aménagement d'un tronçon de route au quartier EFOULAN (Entrée face FIESTA)(du Projet N° 2-05-03-225-086),70000,364511352250,,MFOUNDI,YAOUNDE III (EFOULAN),RECET.FIN. YAOUNDE,EFOULAN,,,DDTP
Route NKOLNKOUMOU-NKOL OMAN : Rehabilitation de la route(du Projet N° 2-05-03-225-086),40000,364511352250,,MFOUNDI,Yaoundé VII (NKOLBISSON),RECET.FIN. YAOUNDE,NKOLNKOUMOU-NKOLOMAN,,,DDTP
Lieu dit Odza Pharmacie (longueur 200 ml) : Travaux d'Aménagement d'un tronçon de route(du Projet N° 2-05-03-225-086),29000,364511352250,,MFOUNDI,Yaoundé IV (KODENGUI],RECET.FIN. YAOUNDE,ODZA PHARMACIE,,,DDTP
Travaux d'aménagement des voies d'accès et de pavage du parking à l'Hôpital Central de Yaoundé(du Projet N° 2-05-03-225-087),180000,364511352250,,MFOUNDI,YAOUNDE III (EFOULAN),TRESORERIE YAOUNDE,YAOUNDE III,,,DRTP
DDTP DU MFOUNDI/ Réhabilitation/Gestion des barrières de pluies(du Projet N° 2-05-03-225-013),3000,364511352250,,MFOUNDI,YAOUNDE I (NLONGKAK),RECET.FIN. YAOUNDE,YAOUNDE I,,,DDTP
Boucle Fin Goudron Mbankomo (Siège CAF)-Man'Assi-Mbankomo Ville et Brettelle Agone I(du Projet N° 2-05-03-225-086),200000,364511352250,,MFOUNDI,YAOUNDE I (NLONGKAK),RECET.FIN. YAOUNDE,YAOUNDE I,,,DDTP
Réhabilitation d'un tronçon de route au quatier MENDONG - ROND POINT EXPRESS - Yaoundé(du Projet N° 2-05-03-225-086),50000,364511352250,,MFOUNDI,YAOUNDE VI (BIYEM-ASSI),RECET.FIN. YAOUNDE,YAOUNDE VI,,,DDTP
Travaux de réhabilitation d'un tronçon de route - ENTREE MAETUR - Carrefour du Chef - au quartier MENDONG Yaoundé(du Projet N° 2-05-03-225-086),100000,364511352250,,MFOUNDI,YAOUNDE VI (BIYEM-ASSI),RECET.FIN. YAOUNDE,MENDONG,,,DDTP
Bretelle carrefour du chef - contour arrière FONDATION CSEBI - MENDONG(du Projet N° 2-05-03-225-086),30000,364511352250,,MFOUNDI,YAOUNDE VI (BIYEM-ASSI),RECET.FIN. YAOUNDE,MENDONG,,,DDTP
Réhabilitation d'un tronçon de route au quartier MFADENA - Yaoundé(du Projet N° 2-05-03-225-086),40000,364511352250,,MFOUNDI,YAOUNDE II (TSINGA),RECET.FIN. YAOUNDE,MFANDENA,,,DDTP
Route EBOL NDZONG (Entrée transformateur)-RUE DU CHATEAUX - RUE DE L'ECOLE GROUPE LES REFORMATEURS - SENTIER DU MARIGOT et bretelles (Longueur totale 700 m)(du Projet N° 2-05-03-225-086),75000,364511352250,,MFOUNDI,YAOUNDE III (EFOULAN),RECET.FIN. YAOUNDE,YAOUNDE III,,,DDTP
Travaux de réhabilitation d'une route sis au quartier NKOLO IV-NGOULZAMBA(du Projet N° 2-05-03-225-086),70000,364511352250,,MFOUNDI,YAOUNDE I (NLONGKAK),RECET.FIN. YAOUNDE,YAOUNDE I,,,DDTP
Travaux d'aménagement  de la route Ecole les Dégourdi-Carrière de sable Fin (Dalot)-Eglise Catholique de Nsimbock(du Projet N° 2-05-03-225-086),85000,364511352250,,MFOUNDI,YAOUNDE VI (BIYEM-ASSI),RECET.FIN. YAOUNDE,MENDONG,,,DDTP
Projet d'aménagement de forte pentes  (descente tabernacle du Golfe) dans les   quatiers Mbankolo et Obobogo à Yaoundé(du Projet N° 2-05-03-225-086),50000,364511352250,,MFOUNDI,YAOUNDE VI (BIYEM-ASSI),RECET.FIN. YAOUNDE,YAOUNDE VI,,,DDTP
Travaux d'ouverture de la route Campement-Nkol Eloknanga Nkolminsas-Adjap (phase 2)(du Projet N° 2-05-03-225-086),50000,364511352250,,MFOUNDI,YAOUNDE VI (BIYEM-ASSI),RECET.FIN. YAOUNDE,YAOUNDE VI,,,DDTP
Projet d'aménagement d'aménagement d'un tronçon de route au quatier OYOMABANG à Yaoundé Phase 2(du Projet N° 2-05-03-225-086),50000,364511352250,,MFOUNDI,Yaoundé VII (NKOLBISSON),RECET.FIN. YAOUNDE,Yaounde Vll,,,DDTP
Travaux d'aménagamenet du tronçon de route Carrefour Camp Sonel OYOMABANG-NKOLAFEME(du Projet N° 2-05-03-225-086),70000,364511352250,,MFOUNDI,Yaoundé VII (NKOLBISSON),RECET.FIN. YAOUNDE,Yaounde Vll,,,DDTP
Travaux d'aménagement d'une route au Qauatier Nkomo lieu dit Eldorado(du Projet N° 2-05-03-225-086),32000,364511352250,,MFOUNDI,Yaoundé IV (KODENGUI],RECET.FIN. YAOUNDE,NKOMO 1 B,,,DDTP
Travaux de Réfection de la Délégation Départementale des Travaux Punblics du Nyong et Ekélé(du Projet N° 2-05-03-225-059),24000,364511402225,,NYONG ET KELLE,ESEKA,RECET FINA ESEKA,ESEKA,,,DDMINTP
DDTP DU NYONG ET KELE/ Réhabilitation/Gestion des barrières de pluies(du Projet N° 2-05-03-225-013),3000,364511402250,,NYONG ET KELLE,ESEKA,RECET FINA ESEKA,ESEKA,,,DDTP
Travaux de réhabilitation de la route SALLA-SOBIA(du Projet N° 2-05-03-225-086),62000,364511452250,,NYONG ET MFOUMOU,AKONOLINGA,RECET FINA AKONOLINGA,AKONOLINGA,,,DDTP
Travaux de réhabilitation de la route Mekak-Nyadogo(du Projet N° 2-05-03-225-086),125000,364511452250,,NYONG ET MFOUMOU,ENDOM,RECETTE FINANCE NGOUMOU,ENDOM,,,DDTP
Travaux d'entretien de la route Bondi-Akolo-Ekoko-Messa-Nkolseng(du Projet N° 2-05-03-225-086),100000,364511452250,,NYONG ET MFOUMOU,MENGANG,RECETTE FINANCE NGOUMOU,MENGANG,,,DDTP
Travaux d'entretien de la route Zalom-Mekak(du Projet N° 2-05-03-225-086),67000,364511452250,,NYONG ET MFOUMOU,AKONOLINGA,RECET FINA AKONOLINGA,AKONOLINGA,,,DDTP
Travaux de réhabilitation de la route Olembe-Nybewa'a(du Projet N° 2-05-03-225-086),150000,364511452250,,NYONG ET MFOUMOU,AYOS,RECETTE FINANCE NGOUMOU,AYOS,,,DDTP
DDTP DU NYONG ET MFOUMOU/ Réhabilitation/Gestion des barrières de pluies(du Projet N° 2-05-03-225-013),4000,364511452250,,NYONG ET MFOUMOU,AKONOLINGA,RECET FINA AKONOLINGA,AKONOLINGA,,,DDTP
Projet pilote de bitumage de la route Nkolafamba Dzeng par le procédé de bitumage à Froid(du Projet N° 2-05-03-225-003),1900000,364511502209,,NYONG ET SO,DZENG,PAIERIE GENERALE,DZENG,,,MINTP
DDTP DU NYONG ET SO’O/ Réhabilitation/Gestion des barrières de pluies(du Projet N° 2-05-03-225-013),5000,364511502250,,NYONG ET SO,MBALMAYO,RECET FINA MBALMAYO,MBALMAYO,,,DDTP
Travaux de construction du BAC de MBEGA dans le département du Nyong et so'o ( commune de NKOLMETET)(du Projet N° 2-05-03-225-086),185000,364511502284,,NYONG ET SO,NKOLMETET,RECET FINA MBALMAYO,NKOLMETET,,,DDTP
Bitumage de la route RN1 Obala-Batchenga-Bouam. Lot 2: Nkolessong-Nding (89 km) et bretelle Nanga Eboko-Bifogo (6km)(du Projet N° 2-05-03-225-001),5500000,365211052250,,HAUTE SANAGA,NANGA-EBOKO,PAIERIE GENERALE,NANGA EBOKO,,,MINISTRE
Bitumage  dela route OBALA- MBOUAM Lot3(du Projet N° 2-05-03-225-001),4000000,365211052250,,HAUTE SANAGA,NANGA-EBOKO,PAIERIE GENERALE,NANGA EBOKO,,,MINTP
Entretien périodique du tronçon de route Sa’a – Pont de l’Enfance y compris le renforcement du Pont de l’Enfance(du Projet N° 2-05-03-225-009),3000000,365211102250,,LEKIE,SAA,PAIERIE GENERALE,SA'A ASSI,,,MINTP
Dédoublement du point de pesage à la station de pesage sur l'axe Yaoundé-Obala(du Projet N° 2-05-03-225-013),115000,365211102250,,LEKIE,MONATELE,PAIERIE GENERALE,MONATELE URBAIN,,,MINTP
Travaux de bitumage OBALA-NKOLESSON (RN1) (80km)(du Projet N° 2-05-03-225-001),6015000,365211102250,,LEKIE,OBALA,PAIERIE GENERALE,OBALA,,GC,MINISTRE
Travaux de construction du Pont sur le MBOSSO (Elang-Nkolang)(du Projet N° 2-05-03-225-086),40000,365211102251,,LEKIE,MONATELE,RECET FINA MONATELE,MONATELE,,,DDMINTP
SUBDIVISION DE MBANDJOCK/ Réhabilitation/Gestion des barrières de pluies(du Projet N° 2-05-03-225-013),3000,365211442250,,HAUTE SANAGA,MBANDJOCK,RECET FINA NANGA EBOKO,MBANDJOCK,,,DDTP
Etudes reprises en sous-œuvre de certains bâtiment à l'ENSTP de Yaoundé(du Projet N° 2-05-03-225-058),40000,365911012030,,MFOUNDI,YAOUNDE II (TSINGA),TRESORERIE YAOUNDE,YAOUNDE II,,,D/ENSTP Ydé
Etudes en vue de la construction d'une résidence pour enseignants en viste à l'ENSTP de Yaoundé(du Projet N° 2-05-03-225-058),15000,365911012030,,MFOUNDI,YAOUNDE II (TSINGA),TRESORERIE YAOUNDE,YAOUNDE II,,,D/ENSTP Ydé
Etudes en vue de la construction d'un bâtiment administratif à l'ENSTP de Yaoundé(du Projet N° 2-05-03-225-058),20000,365911012031,,MFOUNDI,YAOUNDE III (EFOULAN),TRESORERIE YAOUNDE,YAOUNDE III,,,D/ENSTP
Construction d'un immeuble pour dortoirs de 200 chambres à l'ENSTP de Yaoundé(du Projet N° 2-05-03-225-058),100000,365911012220,,MFOUNDI,YAOUNDE II (TSINGA),TRESORERIE YAOUNDE,YAOUNDE II,,,D/ENSTP
Construction d''une bibliothèque à l'ENSTP de Yaoundé(du Projet N° 2-05-03-225-058),110000,365911012222,,MFOUNDI,YAOUNDE II (TSINGA),TRESORERIE YAOUNDE,YAOUNDE II,,,D/ENSTP
Rehabilitation des locaux à l'ENSTP de Yaoundé(du Projet N° 2-05-03-225-058),20000,365911012222,,MFOUNDI,Yaoundé  V (NKOLMESSENG),TRESORERIE YAOUNDE,ENSPT,,,D/ENSTP Ydé
Equipement laboratoires divers de l'ENSTP de Yaoundé(du Projet N° 2-05-03-225-058),75000,365911012270,,MFOUNDI,YAOUNDE II (TSINGA),TRESORERIE YAOUNDE,YAOUNDE II,,,D/ ENSTP
"Acquisition de matériel pédagogique de laboratoire physique, chimie, ingénierie à l'ENSTP de Yaoundé(du Projet N° 2-05-03-225-058)",125000,365911012270,,MFOUNDI,YAOUNDE II (TSINGA),TRESORERIE YAOUNDE,YAOUNDE II,,,D/ dé
Equipement des salles de classes à l'ENSTP de Yaoundé(du Projet N° 2-05-03-225-058),50000,365911012270,,MFOUNDI,YAOUNDE II (TSINGA),TRESORERIE YAOUNDE,YAOUNDE II,,,D/ENSTP
Parachevement des travaux de l'Autocom de l'ENSTP de Yaoundé(du Projet N° 2-05-03-225-058),15000,365911012276,,MFOUNDI,YAOUNDE II (TSINGA),TRESORERIE YAOUNDE,YAOUNDE II,,,D/ENSTP
Installation du réseau internet au CMTP d'Akonolinga et à la DDTP de la Mefou et Afamba à AKONOLINGA(du Projet N° 2-05-03-225-058),20000,365911032011,,NYONG ET MFOUMOU,AKONOLINGA,RECET FINA AKONOLINGA,AKONOLINGA,,,D/CMTP
Refection de la salle de conférence du CMTP d'Akonolinga(du Projet N° 2-05-03-225-058),20000,365911032220,,NYONG ET MFOUMOU,AKONOLINGA,RECET FINA AKONOLINGA,AKONOLINGA,,DA,D/CMTP
Réfection du réseau électrique et plomberie du dortoir n°1 du CMTP d'Akonolinga(du Projet N° 2-05-03-225-058),10000,365911032225,,NYONG ET MFOUMOU,AKONOLINGA,RECET FINA AKONOLINGA,AKONOLINGA,,,D/CMTP
Réféction du garrage Atélier du CMTP d'Akonolinga(du Projet N° 2-05-03-225-058),30000,365911032236,,NYONG ET MFOUMOU,AKONOLINGA,RECET FINA AKONOLINGA,AKONOLINGA,,,D/CMTP
Acquisition matériel pédagogique pour le CMTP d'Akonolinga(du Projet N° 2-05-03-225-058),30000,365911032270,,NYONG ET MFOUMOU,AKONOLINGA,RECET FINA AKONOLINGA,AKONOLINGA,,,D/CMTP
Akono : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411022274,,MEFOU ET AKONO,AKONO,Commune de AKONO,AKONO,,,MAIRE
Akonolinga : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411042274,,NYONG ET MFOUMOU,AKONOLINGA,Commune de AKONOLINGA,AKONOLINGA,,,MAIRE
Awae : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411062274,,MEFOU ET AFAMBA,AWAE,Commune de AWAE,AWAE,,,MAIRE
Ayos : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411082274,,NYONG ET MFOUMOU,AYOS,Commune de AYOS,AYOS,,,MAIRE
Bafia : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411102274,,MBAM INOUBOU,BAFIA,Commune de BAFIA,BAFIA,,,MAIRE
Bikok : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411122274,,MEFOU ET AKONO,BIKOK,Commune de BIKOK,BIKOK,,,MAIRE
Bokito : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411142274,,MBAM INOUBOU,BOKITO,Commune de BOKITO,BOKITO,,,MAIRE
Bot Makak : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411162274,,NYONG ET KELLE,BOT-MAKAK,Commune de BOT-MAKAK,BOT - MAKAK,,,MAIRE
Dzeng : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411222274,,NYONG ET SO,DZENG,Commune de DZENG,DZENG,,,MAIRE
Endom : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411282274,,NYONG ET MFOUMOU,ENDOM,Commune de ENDOM,ENDOM,,,MAIRE
Eseka : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411302274,,NYONG ET KELLE,ESEKA,Commune de ESEKA,ESEKA,,,MAIRE
Esse : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411322274,,MEFOU ET AFAMBA,ESSE,Commune de ESSE,ESSE,,,MAIRE
Makak : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411362274,,NYONG ET KELLE,MAKAK,Commune de MAKAK,MAKAK,,,MAIRE
Matomb : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411402274,,NYONG ET KELLE,MATOMB,Commune de MATOMB,MATOMB,,,MAIRE
Mbalmayo : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411422274,,NYONG ET SO,MBALMAYO,Commune de MBALMAYO,MBALMAYO,,,MAIRE
Bandjock : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411442274,,HAUTE SANAGA,MBANDJOCK,Commune de MBANDJOCK,MBANDJOCK,,,MAIRE
Yoko : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411472274,,MBAM ET KIM,YOKO,Commune de YOKO,YOKO,,,MAIRE
Mbankomo : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411482274,,MEFOU ET AKONO,MBANKOMO,Commune de MBANKOMO,MBANKOMO,,,MAIRE
Messondo : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411502274,,NYONG ET KELLE,MESSONDO,Commune de MESSONDO,MESSONDO,,,MAIRE
Monatélé : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411562274,,LEKIE,MONATELE,Commune de MONATELE,MONATELE,,,MAIRE
Nanga-éboko : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411582274,,HAUTE SANAGA,NANGA-EBOKO,Commune de NANGA EBOKO,NANGA EBOKO,,,MAIRE
Kiki : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411612274,,MBAM INOUBOU,KIIKI,Commune KIIKI,KIIKI,,,MAIRE
Bibey : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411632274,,HAUTE SANAGA,Sous préfecture BIBEY,Commune de BIBEY,BIBEY,,,MAIRE
Ngog Mapoubo : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411642274,,NYONG ET KELLE,NGOG-MAPUBI,Commune de NGOG-MAPUBI,NGOG - MAPUBI,,,MAIRE
Nsem : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411652274,,HAUTE SANAGA,Sous préfecture NSEM,Commune de NSEM,NSEM,,,MAIRE
Ngomedzap : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411662274,,NYONG ET SO,NGOMEDZAP,Commune de NGOMEDZAP,NGOMEDZAP,,,MAIRE
Lembé : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411672274,,HAUTE SANAGA,Sous préfecture LEMBE-YEZOUM,Commune de LEMBE,LEMBE - YEZOUM,,,MAIRE
Lobo : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411692274,,LEKIE,Sous préfecture LOBO,Commune de LOBO,LOBO,,,MAIRE
Ngoumou : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411702274,,MEFOU ET AKONO,NGOUMOU,Commune de NGOUMOU,NGOUMOU,,,MAIRE
Nitoukou : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411732274,,MBAM INOUBOU,Sous préfecture NITOUKOU,Commune de NITOUKOU,NITOUKOU,,,MAIRE
Ntui : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411742274,,MBAM ET KIM,NTUI,Commune de NTUI,NTUI,,,MAIRE
Edzendouan : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411752274,,MEFOU ET AFAMBA,Sous préfecture EDZENDOUAN,Commune de EDZENDOUAN,EDZENDOUAN,,,MAIRE
Okola : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411782274,,LEKIE,OBALA,Commune de OKOLA,OBALA,,,MAIRE
Ombessa : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411802274,,MBAM INOUBOU,OMBESSA,Commune de OMBESSA,OMBESSA,,,MAIRE
Mengueme : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411872274,,NYONG ET SO,MENGUEME,Commune de MENGUEME,MENGUEME,,,MAIRE
Yaoundé 2 : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411882274,,MFOUNDI,YAOUNDE II (TSINGA),Commune d'Arrondissement de YAOUNDE IIe,YAOUNDE II,,,MAIRE
Mengang : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411912274,,NYONG ET MFOUMOU,MENGANG,Commune de MENGANG,MENGANG,,,MAIRE
Yaoundé 4 : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411922274,,MFOUNDI,Yaoundé IV (KODENGUI],Commune d'Arrondissement de YAOUNDE IVe,KONDENGUI,,,MAIRE
Yaoundé 5 : Petits équipements pour les travaux Himo(du Projet N° 2-05-03-225-086),2220,366411942274,,MFOUNDI,Yaoundé  V (NKOLMESSENG),Commune d'Arrondissement de YAOUNDE Ve,Nkolmesseng,,,MAIRE
Ressources externes pour Entretien périodique du tronçon de route Sa’a – Pont de l’Enfance y compris le renforcement du Pont de l’Enfance(du Projet N° 2-05-03-225-009),2000000,369811102250,,LEKIE,SAA,PAIERIE GENERALE,SAA,,,MINTP
Yaoundé- Olembe : travaux d'aménagement et de viabilisation de 10 ha de terrains domaniaux(du Projet N° 2-30-01-222-741),243750,374411102202,,MFOUNDI,YAOUNDE I (NLONGKAK),PAIERIE GENERALE,YAOUNDE I,,,Ministre
Yaoundé- Nkolbisson : travaux d'aménagement et de viabilisation de 5 ha de terrains domaniaux(du Projet N° 2-30-01-222-741),121875,374411102202,,MFOUNDI,Yaoundé VII (NKOLBISSON),PAIERIE GENERALE,NKOLBISSON,,,Ministre
DR MINDAF Centre : Poursuite des travaux de construction(du Projet N° 2-30-01-203-392),100000,374411102220,,MFOUNDI,YAOUNDE I (NLONGKAK),TRESORERIE YAOUNDE,YAOUNDE I,,,DR MINDAF
DD MINDAF Mbam et Inoubou : Expertise foncière d'environ 135000 Ha destinés à l'agro-insdustrie(du Projet N° 3-42-01-229-725),170000,374511152025,,MBAM INOUBOU,BOKITO,PAIERIE GENERALE,BOKITO,,,Ministre
Contrôle des travaux  de réhabilitation ou construction des stations d'épuration des eaux usées à Yaoundé(du Projet N° 2-30-02-225-552),30000,384411102021,,MFOUNDI,YAOUNDE VI (BIYEM-ASSI),PAIERIE GENERALE,BIYEM-ASSI,,,Ministre
Travaux  de réhabilitation ou construction des stations d'épuration des eaux usées à Yaoundé(du Projet N° 2-30-02-225-552),581250,384411102247,,MFOUNDI,YAOUNDE VI (BIYEM-ASSI),PAIERIE GENERALE,BIYEM-ASSI,,,Ministre
Achèvement du pavage d'une voie d'accès au quartier Nkolo dans la Comune de Yaoundé 4(du Projet N° 2-30-01-202-337),35000,384411102250,,MFOUNDI,Yaoundé IV (KODENGUI],PAIERIE GENERALE,YAOUNDE IV,,,Ministre
Désenclavement des quartiers précaires et construction des ouvrages de franchissement et d'assainissement(du Projet N° 2-30-01-202-337),60000,384411102253,,MFOUNDI,YAOUNDE I (NLONGKAK),PAIERIE GENERALE,YAOUNDE I,,,Ministre
Maîtrise d'oeuvre travaux de désenclavement des quartiers Golf et Mbankolo à Yaoundé(du Projet N° 2-30-02-222-877),45000,3844111120210,,MFOUNDI,Yaoundé VII (NKOLBISSON),PAIERIE GENERALE,NKOLBISSON,,,Ministre
"Contrôle de l'achèvement des travaux de réhabilitation de la voie ""carrefour Nsam-Obobogo-Nkolguié"" à Yaoundé(du Projet N° 2-30-02-222-877)",50000,3844111120210,,MFOUNDI,YAOUNDE III (EFOULAN),PAIERIE GENERALE,OBOBOGO,,,Ministre
"Maîtrise d'oeuvre travaux de l'élargissement du tronçon ""carrefour Oilibya-carrefour Total Ngousso"" à Yaoundé(du Projet N° 2-30-02-222-877)",60000,3844111120210,,MFOUNDI,Yaoundé  V (NKOLMESSENG),PAIERIE GENERALE,NGOUSSO,,,Ministre
Maîtise d'oeuvre pour Travaux d'aménagement des voies d'accès aux sites du programme gouvernemental de constructions des logements sociaux(du Projet N° 2-05-03-222-652),50000,3844111120210,,MFOUNDI,YAOUNDE I (NLONGKAK),PAIERIE GENERALE,YAOUNDE I,,,Ministre
Maîtrise d'oeuvre travaux de construction de la pénétrante Est de Yaoundé(du Projet N° 2-30-02-222-877),100000,3844111120210,,MFOUNDI,Yaoundé  V (NKOLMESSENG),PAIERIE GENERALE,Ydé V,,,Ministre
